Lrhomboides-Gene-Name,Percent-Identity,E-value,Bit-Score,Query-Coverage-Percent,Match-Ensembl-ID,Gene-Name,Gene-Description
Lrhomboides00009256,97.362,0,2348,85,ENSSAUG00010019527,si:ch211-263k4.2,si:ch211-263k4.2 [Source:ZFIN;Acc:ZDB-GENE-081104-207]
Lrhomboides00009258,95.489,0,529,100,ENSSAUG00010019521,ela2,chymotrypsin-like elastase family member 2A [Source:NCBI gene;Acc:115584397]
Lrhomboides00009260,86.891,4.07E-139,392,100,ENSSAUG00010019516,tmem51a,transmembrane protein 51-like [Source:NCBI gene;Acc:115585841]
Lrhomboides00009261,99.029,0,1480,87,ENSSAUG00010019494,kazna,kazrin; periplakin interacting protein [Source:HGNC Symbol;Acc:HGNC:29173]
Lrhomboides00009262,98.055,0,1249,90,ENSSAUG00010019483,prdm2a,PR domain containing 2; with ZNF domain a [Source:ZFIN;Acc:ZDB-GENE-081104-139]
Lrhomboides00009263,88.462,1.52E-127,395,68,ENSSAUG00010019483,prdm2a,PR domain containing 2; with ZNF domain a [Source:ZFIN;Acc:ZDB-GENE-081104-139]
Lrhomboides00009265,85.902,0,726,88,ENSSAUG00010019471,foxj3,forkhead box protein J3-like [Source:NCBI gene;Acc:115584866]
Lrhomboides00009266,96.244,0,839,99,ENSSAUG00010019466,rimkla,beta-citrylglutamate synthase B-like [Source:NCBI gene;Acc:115584804]
Lrhomboides00009267,92.12,0,704,100,ENSSAUG00010019463,zmynd12,zinc finger; MYND-type containing 12 [Source:ZFIN;Acc:ZDB-GENE-041114-133]
Lrhomboides00009268,100,6.16E-119,333,100,ENSSAUG00010019460,emp3b,epithelial membrane protein 3-like [Source:NCBI gene;Acc:115584803]
Lrhomboides00009269,93.333,0,2141,100,ENSSAUG00010019423,ccdc30,coiled-coil domain-containing protein 30-like [Source:NCBI gene;Acc:115584797]
Lrhomboides00009270,97.539,0,891,100,ENSSAUG00010019416,znf362b,zinc finger protein 362-like [Source:NCBI gene;Acc:115584801]
Lrhomboides00009272,91.629,0,2024,100,ENSSAUG00010019411,ttc34,tetratricopeptide repeat domain 34 [Source:NCBI gene;Acc:115584799]
Lrhomboides00009273,97.853,0,1142,99,ENSSAUG00010019303,alas2,5'-aminolevulinate synthase 2 [Source:NCBI gene;Acc:115584800]
Lrhomboides00009275,97.948,0,1070,100,ENSSAUG00010019273,,large neutral amino acids transporter small subunit 1-like [Source:NCBI gene;Acc:115584723]
Lrhomboides00009276,98.592,0,563,82,ENSSAUG00010019269,,thymocyte selection-associated high mobility group box protein TOX-like [Source:NCBI gene;Acc:115585414]
Lrhomboides00009277,98.571,8.72E-99,283,84,ENSSAUG00010019268,wfdc2,WAP four-disulfide core domain protein 18-like [Source:NCBI gene;Acc:115585206]
Lrhomboides00009278,97.072,0,1301,100,ENSSAUG00010019130,pigt,phosphatidylinositol glycan anchor biosynthesis class T [Source:NCBI gene;Acc:115585201]
Lrhomboides00009279,92.135,0,620,99,ENSSAUG00010019114,phactr3a,phosphatase and actin regulator 3-like [Source:NCBI gene;Acc:115585203]
Lrhomboides00009280,78.992,2.01E-54,178,91,ENSSAUG00010019114,phactr3a,phosphatase and actin regulator 3-like [Source:NCBI gene;Acc:115585203]
Lrhomboides00009281,95.637,0,1057,95,ENSSAUG00010019107,,uncharacterized LOC115585202 [Source:NCBI gene;Acc:115585202]
Lrhomboides00009282,96.998,0,888,61,ENSSAUG00010019094,ttll9,tubulin tyrosine ligase like 9 [Source:NCBI gene;Acc:115585204]
Lrhomboides00009283,89.286,2.14E-89,258,89,ENSSAUG00010019093,,endothelin-3-like [Source:NCBI gene;Acc:115585208]
Lrhomboides00009284,89.799,0,2196,98,ENSSAUG00010019066,si:dkey-178k16.1,band 4.1-like protein 1 [Source:NCBI gene;Acc:115584480]
Lrhomboides00009285,97.365,0,1728,99,ENSSAUG00010013493,cntn3a.1,contactin-4-like [Source:NCBI gene;Acc:115584479]
Lrhomboides00009286,90.909,0,2391,96,ENSSAUG00010012896,,neural cell adhesion molecule L1-like protein [Source:NCBI gene;Acc:115585484]
Lrhomboides00009287,99.025,0,2094,100,ENSSAUG00010010876,cntn3a.2,contactin-3-like [Source:NCBI gene;Acc:115585248]
Lrhomboides00009288,94.961,0,1749,99,ENSSAUG00010009044,exosc10,exosome component 10 [Source:NCBI gene;Acc:115585775]
Lrhomboides00009289,97.611,0,589,86,ENSSAUG00010009015,srm,spermidine synthase [Source:NCBI gene;Acc:115585829]
Lrhomboides00009290,97.273,3.35E-75,219,100,ENSSAUG00010009014,cort,somatostatin-1B-like [Source:NCBI gene;Acc:115584530]
Lrhomboides00009291,87.773,4.94E-141,399,80,ENSSAUG00010009013,,mannan binding lectin serine peptidase 2 [Source:NCBI gene;Acc:115584594]
Lrhomboides00009292,95.031,0,617,100,ENSSAUG00010009012,dffa,DNA fragmentation factor subunit alpha [Source:NCBI gene;Acc:115585691]
Lrhomboides00009293,97.983,0,685,99,ENSSAUG00010009000,pex14,peroxisomal biogenesis factor 14 [Source:NCBI gene;Acc:115585497]
Lrhomboides00009294,97.468,0,3997,100,ENSSAUG00010008996,casz1,castor zinc finger 1 [Source:NCBI gene;Acc:115585067]
Lrhomboides00009296,97.506,0,811,93,ENSSAUG00010008978,tardbpl,TAR DNA binding protein; like [Source:ZFIN;Acc:ZDB-GENE-031030-1]
Lrhomboides00009299,95.83,0,2662,97,ENSSAUG00010007401,ube4b,ubiquitination factor E4B [Source:NCBI gene;Acc:115585051]
Lrhomboides00009300,88.321,1.61E-84,246,83,ENSSAUG00010007385,rbp7a,retinol binding protein 7 [Source:NCBI gene;Acc:115585535]
Lrhomboides00009301,95.62,0,549,100,ENSSAUG00010007381,nmnat1,nicotinamide nucleotide adenylyltransferase 1 [Source:NCBI gene;Acc:115585532]
Lrhomboides00009302,98.942,3.72E-133,372,100,ENSSAUG00010007376,lzic,leucine zipper and CTNNBIP1 domain containing [Source:NCBI gene;Acc:115585534]
Lrhomboides00009303,99.267,0,1983,99,ENSSAUG00010003896,clstn1,calsyntenin 1 [Source:NCBI gene;Acc:115585531]
Lrhomboides00009304,100,4.04E-42,133,73,ENSSAUG00010003802,ctnnbip1,catenin beta interacting protein 1 [Source:NCBI gene;Acc:115585260]
Lrhomboides00009305,84.05,0,1731,100,ENSSAUG00010003591,pik3cd,phosphatidylinositol-4;5-bisphosphate 3-kinase; catalytic subunit delta [Source:ZFIN;Acc:ZDB-GENE-040426-1128]
Lrhomboides00009306,94.977,0,1217,100,ENSSAUG00010003574,tmem201,transmembrane protein 201 [Source:NCBI gene;Acc:115585175]
Lrhomboides00009307,98.625,0,581,100,ENSSAUG00010003558,her9,hes family bHLH transcription factor 4 [Source:NCBI gene;Acc:115584430]
Lrhomboides00009309,98.161,0,1444,100,ENSSAUG00010003546,plekhn1,pleckstrin homology domain containing N1 [Source:NCBI gene;Acc:115584393]
Lrhomboides00009310,98.502,0,1220,94,ENSSAUG00010003530,klhl17,kelch-like family member 17 [Source:ZFIN;Acc:ZDB-GENE-030131-8131]
Lrhomboides00009311,95.988,0,1326,94,ENSSAUG00010001946,noc2l,NOC2 like nucleolar associated transcriptional repressor [Source:NCBI gene;Acc:115584571]
Lrhomboides00009312,97.127,0,1431,100,ENSSAUG00010001880,samd11,sterile alpha motif domain containing 11 [Source:NCBI gene;Acc:115584570]
Lrhomboides00009313,98.589,0,2210,100,ENSSAUG00010001849,rerea,arginine-glutamic acid dipeptide (RE) repeats a [Source:ZFIN;Acc:ZDB-GENE-060718-1]
Lrhomboides00009317,91.059,0,787,100,ENSSAUG00010001456,eno1a,enolase 1 [Source:NCBI gene;Acc:115584809]
Lrhomboides00009318,96.053,0,1080,71,ENSSAUG00010001401,ca6,carbonic anhydrase 6 [Source:NCBI gene;Acc:115584806]
Lrhomboides00009319,89.474,0,899,100,ENSSAUG00010001290,slc2a5,solute carrier family 2; facilitated glucose transporter member 5-like [Source:NCBI gene;Acc:115584808]
Lrhomboides00009320,95.808,0,656,100,ENSSAUG00010001283,gpr157,G protein-coupled receptor 157 [Source:NCBI gene;Acc:115585549]
Lrhomboides00009322,98.535,0,551,100,ENSSAUG00010001271,spsb1,splA/ryanodine receptor domain and SOCS box containing 1 [Source:NCBI gene;Acc:115585466]
Lrhomboides00009324,98.722,0,632,100,ENSSAUG00010001266,slc25a33,solute carrier family 25 member 33 [Source:NCBI gene;Acc:115584690]
Lrhomboides00009325,99.267,0,555,97,ENSSAUG00010001263,,deleted in malignant brain tumors 1 protein-like [Source:NCBI gene;Acc:115584689]
Lrhomboides00009327,97.77,0,553,94,ENSSAUG00010001258,dnase1l1l,deoxyribonuclease 1 like 3 [Source:NCBI gene;Acc:115584425]
Lrhomboides00009328,91.385,0,1077,97,ENSSAUG00010001254,,TRAF3-interacting JNK-activating modulator-like [Source:NCBI gene;Acc:115585810]
Lrhomboides00009329,95.956,0,546,92,ENSSAUG00010001248,atp5pb,ATP synthase peripheral stalk-membrane subunit b [Source:NCBI gene;Acc:115585812]
Lrhomboides00009330,84.441,0,999,100,ENSSAUG00010001242,eps8l3b,epidermal growth factor receptor kinase substrate 8-like protein 3 [Source:NCBI gene;Acc:115585809]
Lrhomboides00009331,98.174,9.79E-164,451,100,ENSSAUG00010001234,gstm.1,glutathione S-transferase Mu 3-like [Source:NCBI gene;Acc:115585813]
Lrhomboides00009332,95.489,0,1590,99,ENSSAUG00010000713,ampd2b,AMP deaminase 2-like [Source:NCBI gene;Acc:115585807]
Lrhomboides00009333,90.286,0,642,100,ENSSAUG00010000660,gnat2,guanine nucleotide-binding protein G(t) subunit alpha-2-like [Source:NCBI gene;Acc:115585049]
Lrhomboides00009334,95.695,0,601,100,ENSSAUG00010000651,gnai3,guanine nucleotide binding protein (G protein); alpha inhibiting activity polypeptide 3 [Source:ZFIN;Acc:ZDB-GENE-070713-6]
Lrhomboides00009335,82.927,0,1041,100,ENSSAUG00010000643,atxn7l2b,ataxin-7-like protein 2 [Source:NCBI gene;Acc:115584459]
Lrhomboides00009336,86.066,2.81E-157,440,81,ENSSAUG00010000642,SYPL2,synaptophysin-like protein 1 [Source:NCBI gene;Acc:115585823]
Lrhomboides00009337,95.172,0,855,96,ENSSAUG00010000628,sort1b,sortilin 1 [Source:NCBI gene;Acc:115584831]
Lrhomboides00009338,87.417,1.39E-166,466,100,ENSSAUG00010000614,ngrn,neugrin; neurite outgrowth associated [Source:NCBI gene;Acc:115584838]
Lrhomboides00009339,87.64,0,551,100,ENSSAUG00010000597,nfyal,nuclear transcription factor Y subunit alpha [Source:NCBI gene;Acc:115584836]
Lrhomboides00009340,97.321,0,1123,96,ENSSAUG00010000449,ahcyl1,adenosylhomocysteinase-like 1 [Source:ZFIN;Acc:ZDB-GENE-021206-7]
Lrhomboides00009341,94.684,0,759,99,ENSSAUG00010026588,KCNC4,potassium voltage-gated channel subfamily C member 4 [Source:NCBI gene;Acc:115584834]
Lrhomboides00009342,98.728,0,1281,94,ENSSAUG00010026586,slc6a17,solute carrier family 6 member 17 [Source:NCBI gene;Acc:115584792]
Lrhomboides00009343,90.052,0,1052,59,ENSSAUG00010026583,slc16a4,solute carrier family 16 member 4 [Source:NCBI gene;Acc:115584416]
Lrhomboides00009344,97.772,0,807,100,ENSSAUG00010026585,ALX3,ALX homeobox 3 [Source:NCBI gene;Acc:115584417]
Lrhomboides00009345,100,2.18E-47,146,100,ENSSAUG00010026582,lamtor5,late endosomal/lysosomal adaptor; MAPK and MTOR activator 5 [Source:NCBI gene;Acc:115584420]
Lrhomboides00009346,99.057,4.72E-75,218,100,ENSSAUG00010026581,prok1,prokineticin 1 [Source:NCBI gene;Acc:115584419]
Lrhomboides00009347,85.106,0,645,100,ENSSAUG00010026579,,pepsin A-like [Source:NCBI gene;Acc:115584588]
Lrhomboides00009348,94.907,0,2794,96,ENSSAUG00010026578,ZNF335,zinc finger protein 335 [Source:NCBI gene;Acc:115585502]
Lrhomboides00009349,92.672,0,1280,100,ENSSAUG00010026521,mmp9,matrix metallopeptidase 9 [Source:ZFIN;Acc:ZDB-GENE-040426-2132]
Lrhomboides00009350,97.656,0,770,100,ENSSAUG00010026518,ADORA1,adenosine receptor A1-like [Source:NCBI gene;Acc:115585599]
Lrhomboides00009351,91.612,0,1139,100,ENSSAUG00010026517,dclre1b,DNA cross-link repair 1B [Source:NCBI gene;Acc:115585736]
Lrhomboides00009352,79.123,0,951,99,ENSSAUG00010009006,KLHL10,kelch-like protein 10 [Source:NCBI gene;Acc:115586225]
Lrhomboides00009354,99.541,3.99E-163,451,88,ENSSAUG00010026514,lhfpl5b,LHFPL tetraspan subfamily member 5 protein-like [Source:NCBI gene;Acc:115585416]
Lrhomboides00009355,98.122,0,1299,99,ENSSAUG00010026300,srpk1a,SRSF protein kinase 1 [Source:NCBI gene;Acc:115585268]
Lrhomboides00009356,83.551,0,643,94,ENSSAUG00010025761,MAPK14,mitogen-activated protein kinase 14A-like [Source:NCBI gene;Acc:115584662]
Lrhomboides00009357,90.928,0,1762,98,ENSSAUG00010025655,ELAPOR1,si:ch211-163l21.8 [Source:ZFIN;Acc:ZDB-GENE-041008-93]
Lrhomboides00009358,87.681,3.23E-86,249,100,ENSSAUG00010025645,,chromosome 7 C1orf194 homolog [Source:NCBI gene;Acc:115584660]
Lrhomboides00009359,89.796,0,1965,100,ENSSAUG00010025297,,structural maintenance of chromosomes 5 [Source:NCBI gene;Acc:115584659]
Lrhomboides00009360,95.763,2.53E-73,215,93,ENSSAUG00010025287,zgc:195245,zgc:195245 [Source:ZFIN;Acc:ZDB-GENE-081022-200]
Lrhomboides00009361,93.038,0,1182,100,ENSSAUG00010025286,inavaa,innate immunity activator a [Source:ZFIN;Acc:ZDB-GENE-081105-161]
Lrhomboides00009362,85.113,9.60E-157,445,76,ENSSAUG00010025285,si:ch211-163l21.11,si:ch211-163l21.11 [Source:ZFIN;Acc:ZDB-GENE-110411-142]
Lrhomboides00009363,97.674,2.29E-156,432,100,ENSSAUG00010025284,rpl10a,ribosomal protein L10a [Source:NCBI gene;Acc:115585730]
Lrhomboides00009364,86.106,0,830,100,ENSSAUG00010025283,fance,FA complementation group E [Source:NCBI gene;Acc:115584373]
Lrhomboides00009365,94.78,0,662,100,ENSSAUG00010025281,mkrn4,E3 ubiquitin-protein ligase makorin-1-like [Source:NCBI gene;Acc:115584374]
Lrhomboides00009366,98.419,0,1036,100,ENSSAUG00010025277,ppardb,peroxisome proliferator activated receptor delta [Source:NCBI gene;Acc:115585276]
Lrhomboides00009367,97.893,0,1244,100,ENSSAUG00010025274,def6a,DEF6 guanine nucleotide exchange factor [Source:NCBI gene;Acc:115585522]
Lrhomboides00009368,90.539,0,1211,99,ENSSAUG00010025267,,uncharacterized LOC115584429 [Source:NCBI gene;Acc:115584429]
Lrhomboides00009369,91.538,0,1466,100,ENSSAUG00010025172,pfkma,ATP-dependent 6-phosphofructokinase; muscle type-like [Source:NCBI gene;Acc:115585698]
Lrhomboides00009370,97.727,0,1569,100,ENSSAUG00010025150,larp4aa,la-related protein 4-like [Source:NCBI gene;Acc:115585105]
Lrhomboides00009371,99.654,0,593,100,ENSSAUG00010025148,asb8,ankyrin repeat and SOCS box containing 8 [Source:NCBI gene;Acc:115585529]
Lrhomboides00009372,95.446,0,973,100,ENSSAUG00010025145,atf7a,cyclic AMP-dependent transcription factor ATF-7-like [Source:NCBI gene;Acc:115585403]
Lrhomboides00009373,95.55,0,3055,95,ENSSAUG00010023031,dip2ba,disco-interacting protein 2 homolog B-A [Source:NCBI gene;Acc:115585402]
Lrhomboides00009375,95.787,0,3903,100,ENSSAUG00010022198,,sodium channel protein type 8 subunit alpha-like [Source:NCBI gene;Acc:115584851]
Lrhomboides00009377,94.848,0,1471,85,ENSSAUG00010022172,stat6,signal transducer and activator of transcription 6-like [Source:NCBI gene;Acc:115584859]
Lrhomboides00009378,100,0,532,100,ENSSAUG00010022169,mipa,lens fiber major intrinsic protein-like [Source:NCBI gene;Acc:115584860]
Lrhomboides00009380,99.167,0,739,100,ENSSAUG00010022167,DTX3,probable E3 ubiquitin-protein ligase DTX3 [Source:NCBI gene;Acc:115585539]
Lrhomboides00009381,90.5,8.05E-135,377,100,ENSSAUG00010022166,,probable E3 ubiquitin-protein ligase DTX3 [Source:NCBI gene;Acc:115584388]
Lrhomboides00009382,99.138,5.91E-170,471,77,ENSSAUG00010022163,rnd1b,rho-related GTP-binding protein Rho6 [Source:NCBI gene;Acc:115585379]
Lrhomboides00009383,79.523,0,752,96,ENSSAUG00010022151,cacnb3b,calcium channel; voltage-dependent; beta 3b [Source:ZFIN;Acc:ZDB-GENE-090127-1]
Lrhomboides00009385,92.221,0,1666,100,ENSSAUG00010022037,adcy6b,adenylate cyclase type 6-like [Source:NCBI gene;Acc:115585262]
Lrhomboides00009386,95.491,0,1239,100,ENSSAUG00010022026,galnt6,polypeptide N-acetylgalactosaminyltransferase 6-like [Source:NCBI gene;Acc:115585288]
Lrhomboides00009387,94.391,0,1028,99,ENSSAUG00010022016,G6PD,glucose-6-phosphate 1-dehydrogenase-like [Source:NCBI gene;Acc:115585291]
Lrhomboides00009388,90.24,0,1072,100,ENSSAUG00010022010,zgc:158263,ceramide kinase-like [Source:NCBI gene;Acc:115585289]
Lrhomboides00009389,98.515,1.73E-148,412,100,ENSSAUG00010022003,naa10,N(alpha)-acetyltransferase 10; NatA catalytic subunit [Source:NCBI gene;Acc:115585187]
Lrhomboides00009390,93.798,0,1495,92,ENSSAUG00010021999,arhgap4a,rho GTPase-activating protein 4-like [Source:NCBI gene;Acc:115585186]
Lrhomboides00009391,99.401,2.04E-122,343,100,ENSSAUG00010021995,ssr4,signal sequence receptor; delta [Source:ZFIN;Acc:ZDB-GENE-030131-4900]
Lrhomboides00009392,94.675,0,838,100,ENSSAUG00010021979,avpr2aa,vasopressin V2 receptor-like [Source:NCBI gene;Acc:115585393]
Lrhomboides00009393,98.724,0,799,100,ENSSAUG00010021899,idh3g,isocitrate dehydrogenase [NAD] subunit gamma; mitochondrial-like [Source:NCBI gene;Acc:115585025]
Lrhomboides00009394,99.565,3.87E-170,468,100,ENSSAUG00010021897,fam3a,FAM3 metabolism regulating signaling molecule A [Source:NCBI gene;Acc:115585026]
Lrhomboides00009396,98.24,0,2060,100,ENSSAUG00010021826,phf8,PHD finger protein 8 [Source:NCBI gene;Acc:566534]
Lrhomboides00009398,94.145,0,2423,100,ENSSAUG00010020181,l1cama,neural cell adhesion molecule L1-like [Source:NCBI gene;Acc:115584934]
Lrhomboides00009399,92.328,0,666,100,ENSSAUG00010020173,ribc1,RIB43A domain with coiled-coils 1 [Source:NCBI gene;Acc:115584936]
Lrhomboides00009400,98.7,0,2466,100,ENSSAUG00010020123,smc1al,structural maintenance of chromosomes 1A [Source:NCBI gene;Acc:115584935]
Lrhomboides00009401,95.563,0,3648,97,ENSSAUG00010018860,cacna1sb,dihydropyridine-sensitive L-type skeletal muscle calcium channel subunit alpha-1-like [Source:NCBI gene;Acc:115584933]
Lrhomboides00009402,99.462,8.22E-140,390,79,ENSSAUG00010018850,tmem9,transmembrane protein 9 [Source:ZFIN;Acc:ZDB-GENE-030131-6083]
Lrhomboides00009403,83.099,9.56E-166,461,89,ENSSAUG00010018848,c1ql4a,complement C1q-like protein 4 [Source:NCBI gene;Acc:115584398]
Lrhomboides00009404,96.172,1.26E-145,409,65,ENSSAUG00010018840,zgc:153867,myosin light polypeptide 6 [Source:NCBI gene;Acc:115585031]
Lrhomboides00009405,95.763,3.38E-84,245,71,ENSSAUG00010018835,birc5b,baculoviral IAP repeat-containing protein 5.1-B-like [Source:NCBI gene;Acc:115585392]
Lrhomboides00009406,86.456,0,731,94,ENSSAUG00010018825,znf385a,zinc finger protein 385A-like [Source:NCBI gene;Acc:115585281]
Lrhomboides00009407,93.6,3.39E-82,238,100,ENSSAUG00010018819,tac3a,tachykinin-3-like [Source:NCBI gene;Acc:115585132]
Lrhomboides00009408,91.563,0,762,100,ENSSAUG00010018817,c1galt1a,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-B-like [Source:NCBI gene;Acc:115585131]
Lrhomboides00009409,93.597,0,1023,92,ENSSAUG00010018811,b4galnt1a,beta-1;4 N-acetylgalactosaminyltransferase 1-like [Source:NCBI gene;Acc:115585129]
Lrhomboides00009410,92.909,0,1316,100,ENSSAUG00010018802,slc26a10,solute carrier family 26 member 10-like [Source:NCBI gene;Acc:115584515]
Lrhomboides00009411,99.174,0,742,100,ENSSAUG00010018799,sp5l,transcription factor Sp5-like [Source:NCBI gene;Acc:115584525]
Lrhomboides00009412,96.494,0,1310,97,ENSSAUG00010018224,,rho guanine nucleotide exchange factor 25-like [Source:NCBI gene;Acc:115585310]
Lrhomboides00009413,95.302,0,842,100,ENSSAUG00010018209,ankrd33aa,photoreceptor ankyrin repeat protein-like [Source:NCBI gene;Acc:115584621]
Lrhomboides00009414,92.629,0,964,100,ENSSAUG00010018208,acvrl1,activin receptor type-1-like [Source:NCBI gene;Acc:115584784]
Lrhomboides00009415,99.163,0,994,72,ENSSAUG00010018028,acvr1ba,activin receptor type-1B-like [Source:NCBI gene;Acc:115584785]
Lrhomboides00009416,90.372,0,5487,67,ENSSAUG00010018020,kmt2d,lysine (K)-specific methyltransferase 2D [Source:ZFIN;Acc:ZDB-GENE-060223-2]
Lrhomboides00009417,91.667,0,795,100,ENSSAUG00010018016,dhh,desert hedgehog signaling molecule [Source:NCBI gene;Acc:115584916]
Lrhomboides00009418,86.789,0,781,100,ENSSAUG00010017996,lmbr1l,limb development membrane protein 1 like [Source:NCBI gene;Acc:115584915]
Lrhomboides00009419,94.97,0,657,99,ENSSAUG00010017991,dnajc22,DnaJ heat shock protein family (Hsp40) member C22 [Source:NCBI gene;Acc:115584917]
Lrhomboides00009420,94.472,0,1191,98,ENSSAUG00010017987,ikzf4,zinc finger protein Eos-like [Source:NCBI gene;Acc:115584914]
Lrhomboides00009421,100,0,761,100,ENSSAUG00010017985,wnt1,Wnt family member 1 [Source:NCBI gene;Acc:115584324]
Lrhomboides00009422,90.063,0,855,100,ENSSAUG00010017981,wnt10b,Wnt family member 10B [Source:NCBI gene;Acc:115584323]
Lrhomboides00009423,100,7.21E-134,373,100,ENSSAUG00010019248,arf3b,ADP-ribosylation factor 3 [Source:NCBI gene;Acc:115583486]
Lrhomboides00009424,92.857,0,1089,54,ENSSAUG00010012083,erbb3b,receptor tyrosine-protein kinase erbB-3-like [Source:NCBI gene;Acc:115585569]
Lrhomboides00009425,87.637,0,649,90,ENSSAUG00010012010,pa2g4b,proliferation-associated protein 2G4-like [Source:NCBI gene;Acc:115584558]
Lrhomboides00009426,82.786,0,1822,99,ENSSAUG00010011287,esyt1a,extended synaptotagmin-like protein 1a [Source:ZFIN;Acc:ZDB-GENE-090311-55]
Lrhomboides00009427,90.393,0,1846,100,ENSSAUG00010008271,fmnl3,formin-like 3 [Source:NCBI gene;Acc:407694]
Lrhomboides00009428,84.874,0,581,98,ENSSAUG00010007812,lrp1ab,low-density lipoprotein receptor-related protein 1-like [Source:NCBI gene;Acc:115585467]
Lrhomboides00009429,86.025,0,6036,88,ENSSAUG00010007812,lrp1ab,low-density lipoprotein receptor-related protein 1-like [Source:NCBI gene;Acc:115585467]
Lrhomboides00009430,91.707,0,763,100,ENSSAUG00010004437,rbms2b,RNA-binding motif; single-stranded-interacting protein 2-like [Source:NCBI gene;Acc:115584699]
Lrhomboides00009431,90.166,0,1251,100,ENSSAUG00010004211,si:dkey-21c19.3,sentrin-specific protease 1-like [Source:NCBI gene;Acc:115584698]
Lrhomboides00009432,88.931,1.90E-169,469,98,ENSSAUG00010004090,FAIM2,Fas apoptotic inhibitory molecule 2 [Source:HGNC Symbol;Acc:HGNC:17067]
Lrhomboides00009433,97.891,0,1158,99,ENSSAUG00010019610,nr1d4a,nuclear receptor subfamily 1 group D member 1-like [Source:NCBI gene;Acc:115584756]
Lrhomboides00009436,95.801,0,1234,99,ENSSAUG00010019603,calcoco1a,calcium binding and coiled-coil domain 1a [Source:NCBI gene;Acc:334971]
Lrhomboides00009437,99.346,0,638,100,ENSSAUG00010019599,hoxc13a,homeobox C13 [Source:NCBI gene;Acc:115584841]
Lrhomboides00009438,99.636,0,570,100,ENSSAUG00010019596,hoxc12a,homeobox protein Hox-C12a [Source:NCBI gene;Acc:115584842]
Lrhomboides00009439,100,0,675,100,ENSSAUG00010019593,hoxc11a,homeobox C11 [Source:NCBI gene;Acc:115584840]
Lrhomboides00009440,97.885,0,674,100,ENSSAUG00010019590,hoxc10a,homeobox protein Hox-C10a-like [Source:NCBI gene;Acc:115585091]
Lrhomboides00009441,99.24,0,551,100,ENSSAUG00010019587,hoxc9a,homeobox C9 [Source:NCBI gene;Acc:115585094]
Lrhomboides00009442,100,0,526,100,ENSSAUG00010019585,hoxc8a,homeobox C8 [Source:NCBI gene;Acc:115585095]
Lrhomboides00009443,99.58,1.53E-180,495,100,ENSSAUG00010019582,hoxc6a,homeobox C6 [Source:NCBI gene;Acc:115585096]
Lrhomboides00009444,97.345,6.37E-167,460,100,ENSSAUG00010019581,hoxc5a,homeobox C5 [Source:NCBI gene;Acc:115585097]
Lrhomboides00009445,100,0,550,99,ENSSAUG00010019579,hoxc4a,homeobox C4a [Source:NCBI gene;Acc:30345]
Lrhomboides00009446,94.958,1.42E-148,416,96,ENSSAUG00010019575,,homeobox protein Hox-B3a-like [Source:NCBI gene;Acc:115585092]
Lrhomboides00009447,95.522,0,648,100,ENSSAUG00010019572,,homeobox protein Hox-C1a-like [Source:NCBI gene;Acc:115584493]
Lrhomboides00009448,98.01,6.26E-142,395,100,ENSSAUG00010019566,cbx5,chromobox 5 [Source:NCBI gene;Acc:115585642]
Lrhomboides00009449,98.24,0,647,100,ENSSAUG00010019563,hnrnpa1b,heterogeneous nuclear ribonucleoprotein A1 [Source:NCBI gene;Acc:115585641]
Lrhomboides00009450,94.501,0,941,100,ENSSAUG00010019562,nfe2,nuclear factor; erythroid 2 [Source:NCBI gene;Acc:115585639]
Lrhomboides00009451,98.851,1.15E-125,352,99,ENSSAUG00010019553,copz1,coatomer protein complex; subunit zeta 1 [Source:ZFIN;Acc:ZDB-GENE-000406-6]
Lrhomboides00009452,98.162,0,552,100,ENSSAUG00010019547,znf740b,zinc finger protein 740-like [Source:NCBI gene;Acc:115584795]
Lrhomboides00009454,92.661,8.81E-149,414,100,ENSSAUG00010018851,zgc:174906,uncharacterized LOC115584796 [Source:NCBI gene;Acc:115584796]
Lrhomboides00009455,95.745,5.26E-63,191,72,ENSSAUG00010018847,,si:ch211-254n4.3 [Source:ZFIN;Acc:ZDB-GENE-081105-89]
Lrhomboides00009456,86.979,2.85E-117,331,100,ENSSAUG00010018846,,rho-related GTP-binding protein RhoA-D [Source:NCBI gene;Acc:115584901]
Lrhomboides00009457,88.247,0,1785,100,ENSSAUG00010018222,MOV10,Mov10 RISC complex RNA helicase [Source:HGNC Symbol;Acc:HGNC:7200]
Lrhomboides00009458,75.587,0,1152,90,ENSSAUG00010014995,,Mov10 RISC complex RNA helicase [Source:HGNC Symbol;Acc:HGNC:7200]
Lrhomboides00009459,76.366,0,1020,99,ENSSAUG00010014965,,Mov10 RISC complex RNA helicase [Source:HGNC Symbol;Acc:HGNC:7200]
Lrhomboides00009460,99.744,0,808,100,ENSSAUG00010014959,wnt2bb,protein Wnt-2b-A [Source:NCBI gene;Acc:115585843]
Lrhomboides00009461,89.947,0,694,82,ENSSAUG00010014958,fkbpl,FKBP prolyl isomerase like [Source:NCBI gene;Acc:115585473]
Lrhomboides00009462,95.397,1.02E-172,476,100,ENSSAUG00010014956,ebp,EBP cholestenol delta-isomerase [Source:ZFIN;Acc:ZDB-GENE-040718-12]
