LrhomID,GOAccession,GOName,,,,,,,,,
Lrhomboides00011068,GO:0045892,"negative regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00011070,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011070,GO:0046982,protein heterodimerization activity,,,,,,,,,
Lrhomboides00011071,GO:0005911,cell-cell junction,,,,,,,,,
Lrhomboides00011071,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011071,GO:0034394,protein localization to cell surface,,,,,,,,,
Lrhomboides00011072,GO:0006812,cation transport,,,,,,,,,
Lrhomboides00011072,GO:0015267,channel activity,,,,,,,,,
Lrhomboides00011072,GO:0031410,cytoplasmic vesicle,,,,,,,,,
Lrhomboides00011072,GO:0032732,positive regulation of interleukin-1 production,,,,,,,,,
Lrhomboides00011073,,,,,,,,,,,
Lrhomboides00011074,,,,,,,,,,,
Lrhomboides00011075,GO:0004672,protein kinase activity,,,,,,,,,
Lrhomboides00011075,GO:0004707,MAP kinase activity,,,,,,,,,
Lrhomboides00011075,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00011075,GO:0006468,protein phosphorylation,,,,,,,,,
Lrhomboides00011076,GO:0003779,actin binding,,,,,,,,,
Lrhomboides00011076,GO:0007009,plasma membrane organization,,,,,,,,,
Lrhomboides00011076,GO:0097178,ruffle assembly,,,,,,,,,
Lrhomboides00011077,GO:0005509,calcium ion binding,,,,,,,,,
Lrhomboides00011077,GO:0005886,plasma membrane,,,,,,,,,
Lrhomboides00011077,GO:0007155,cell adhesion,,,,,,,,,
Lrhomboides00011077,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,,,,,,,,,
Lrhomboides00011077,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011077,GO:0098609,cell-cell adhesion,,,,,,,,,
Lrhomboides00011078,,,,,,,,,,,
Lrhomboides00011079,,,,,,,,,,,
Lrhomboides00011081,GO:0004930,G protein-coupled receptor activity,,,,,,,,,
Lrhomboides00011081,GO:0007186,G protein-coupled receptor signaling pathway,,,,,,,,,
Lrhomboides00011081,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011082,GO:0000723,telomere maintenance,,,,,,,,,
Lrhomboides00011082,GO:0000781,"chromosome, telomeric region",,,,,,,,,
Lrhomboides00011082,GO:0003677,DNA binding,,,,,,,,,
Lrhomboides00011082,GO:0043047,single-stranded telomeric DNA binding,,,,,,,,,
Lrhomboides00011083,GO:0004930,G protein-coupled receptor activity,,,,,,,,,
Lrhomboides00011083,GO:0007186,G protein-coupled receptor signaling pathway,,,,,,,,,
Lrhomboides00011083,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011084,GO:0004725,protein tyrosine phosphatase activity,,,,,,,,,
Lrhomboides00011084,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011084,GO:0006470,protein dephosphorylation,,,,,,,,,
Lrhomboides00011084,GO:0016311,dephosphorylation,,,,,,,,,
Lrhomboides00011084,GO:0016791,phosphatase activity,,,,,,,,,
Lrhomboides00011085,GO:0016491,oxidoreductase activity,,,,,,,,,
Lrhomboides00011086,,,,,,,,,,,
Lrhomboides00011087,GO:0016079,synaptic vesicle exocytosis,,,,,,,,,
Lrhomboides00011087,GO:1990504,dense core granule exocytosis,,,,,,,,,
Lrhomboides00011090,GO:0006814,sodium ion transport,,,,,,,,,
Lrhomboides00011090,GO:0008272,sulfate transport,,,,,,,,,
Lrhomboides00011090,GO:0015382,sodium:sulfate symporter activity,,,,,,,,,
Lrhomboides00011090,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011090,GO:0022857,transmembrane transporter activity,,,,,,,,,
Lrhomboides00011090,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00011091,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011093,GO:0005523,tropomyosin binding,,,,,,,,,
Lrhomboides00011093,GO:0051694,pointed-end actin filament capping,,,,,,,,,
Lrhomboides00011095,GO:0003824,catalytic activity,,,,,,,,,
Lrhomboides00011095,GO:0004415,hyalurononglucosaminidase activity,,,,,,,,,
Lrhomboides00011095,GO:0005975,carbohydrate metabolic process,,,,,,,,,
Lrhomboides00011097,GO:0004148,dihydrolipoyl dehydrogenase activity,,,,,,,,,
Lrhomboides00011097,GO:0016491,oxidoreductase activity,,,,,,,,,
Lrhomboides00011097,GO:0016668,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",,,,,,,,,
Lrhomboides00011097,GO:0045454,cell redox homeostasis,,,,,,,,,
Lrhomboides00011097,GO:0050660,flavin adenine dinucleotide binding,,,,,,,,,
Lrhomboides00011097,GO:0060047,heart contraction,,,,,,,,,
Lrhomboides00011098,GO:0006887,exocytosis,,,,,,,,,
Lrhomboides00011098,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011099,GO:0006470,protein dephosphorylation,,,,,,,,,
Lrhomboides00011099,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,,,,,,,,,
Lrhomboides00011099,GO:0016311,dephosphorylation,,,,,,,,,
Lrhomboides00011099,GO:0016791,phosphatase activity,,,,,,,,,
Lrhomboides00011100,GO:0005861,troponin complex,,,,,,,,,
Lrhomboides00011101,GO:0005861,troponin complex,,,,,,,,,
Lrhomboides00011101,GO:0006937,regulation of muscle contraction,,,,,,,,,
Lrhomboides00011101,GO:0044057,regulation of system process,,,,,,,,,
Lrhomboides00011103,GO:0003779,actin binding,,,,,,,,,
Lrhomboides00011103,GO:0005516,calmodulin binding,,,,,,,,,
Lrhomboides00011103,GO:0006936,muscle contraction,,,,,,,,,
Lrhomboides00011103,GO:0017022,myosin binding,,,,,,,,,
Lrhomboides00011106,GO:0002074,extraocular skeletal muscle development,,,,,,,,,
Lrhomboides00011106,GO:0005634,nucleus,,,,,,,,,
Lrhomboides00011106,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00011106,GO:0007517,muscle organ development,,,,,,,,,
Lrhomboides00011106,GO:0007519,skeletal muscle tissue development,,,,,,,,,
Lrhomboides00011106,GO:0035914,skeletal muscle cell differentiation,,,,,,,,,
Lrhomboides00011106,GO:0043282,pharyngeal muscle development,,,,,,,,,
Lrhomboides00011106,GO:0046983,protein dimerization activity,,,,,,,,,
Lrhomboides00011106,GO:0048741,skeletal muscle fiber development,,,,,,,,,
Lrhomboides00011106,GO:0055002,striated muscle cell development,,,,,,,,,
Lrhomboides00011107,GO:0006826,iron ion transport,,,,,,,,,
Lrhomboides00011107,GO:0006879,cellular iron ion homeostasis,,,,,,,,,
Lrhomboides00011107,GO:0008199,ferric iron binding,,,,,,,,,
Lrhomboides00011110,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011111,,,,,,,,,,,
Lrhomboides00011111,GO:0046549,retinal cone cell development,,,,,,,,,
Lrhomboides00011112,GO:0004176,ATP-dependent peptidase activity,,,,,,,,,
Lrhomboides00011112,GO:0004222,metalloendopeptidase activity,,,,,,,,,
Lrhomboides00011112,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00011112,GO:0006508,proteolysis,,,,,,,,,
Lrhomboides00011112,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00011112,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011112,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011112,GO:0016887,ATP hydrolysis activity,,,,,,,,,
Lrhomboides00011113,GO:0006144,purine nucleobase metabolic process,,,,,,,,,
Lrhomboides00011113,GO:0033971,hydroxyisourate hydrolase activity,,,,,,,,,
Lrhomboides00011115,GO:0005509,calcium ion binding,,,,,,,,,
Lrhomboides00011116,GO:0000139,Golgi membrane,,,,,,,,,
Lrhomboides00011116,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011117,GO:0004842,ubiquitin-protein transferase activity,,,,,,,,,
Lrhomboides00011117,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011117,GO:0005634,nucleus,,,,,,,,,
Lrhomboides00011117,GO:0016567,protein ubiquitination,,,,,,,,,
Lrhomboides00011117,GO:0036297,interstrand cross-link repair,,,,,,,,,
Lrhomboides00011118,GO:0004672,protein kinase activity,,,,,,,,,
Lrhomboides00011118,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00011118,GO:0006468,protein phosphorylation,,,,,,,,,
Lrhomboides00011118,GO:0007166,cell surface receptor signaling pathway,,,,,,,,,
Lrhomboides00011120,,,,,,,,,,,
Lrhomboides00011120,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011122,GO:0036297,interstrand cross-link repair,,,,,,,,,
Lrhomboides00011122,GO:0043240,Fanconi anaemia nuclear complex,,,,,,,,,
Lrhomboides00011123,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011123,GO:0022857,transmembrane transporter activity,,,,,,,,,
Lrhomboides00011123,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00011124,GO:0000049,tRNA binding,,,,,,,,,
Lrhomboides00011124,GO:0003824,catalytic activity,,,,,,,,,
Lrhomboides00011124,GO:0008033,tRNA processing,,,,,,,,,
Lrhomboides00011124,GO:0017150,tRNA dihydrouridine synthase activity,,,,,,,,,
Lrhomboides00011124,GO:0050660,flavin adenine dinucleotide binding,,,,,,,,,
Lrhomboides00011125,GO:0003677,DNA binding,,,,,,,,,
Lrhomboides00011125,GO:0003700,DNA-binding transcription factor activity,,,,,,,,,
Lrhomboides00011125,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00011129,,,,,,,,,,,
Lrhomboides00011130,GO:0003777,microtubule motor activity,,,,,,,,,
Lrhomboides00011130,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00011130,GO:0007018,microtubule-based movement,,,,,,,,,
Lrhomboides00011130,GO:0008017,microtubule binding,,,,,,,,,
Lrhomboides00011131,GO:0004888,transmembrane signaling receptor activity,,,,,,,,,
Lrhomboides00011131,GO:0005216,ion channel activity,,,,,,,,,
Lrhomboides00011131,GO:0005230,extracellular ligand-gated ion channel activity,,,,,,,,,
Lrhomboides00011131,GO:0006811,ion transport,,,,,,,,,
Lrhomboides00011131,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011131,GO:0022848,acetylcholine-gated cation-selective channel activity,,,,,,,,,
Lrhomboides00011131,GO:0034220,ion transmembrane transport,,,,,,,,,
Lrhomboides00011131,GO:0045211,postsynaptic membrane,,,,,,,,,
Lrhomboides00011132,,,,,,,,,,,
Lrhomboides00011136,GO:0005509,calcium ion binding,,,,,,,,,
Lrhomboides00011137,,,,,,,,,,,
Lrhomboides00011138,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011139,GO:0007155,cell adhesion,,,,,,,,,
Lrhomboides00011139,GO:0008305,integrin complex,,,,,,,,,
Lrhomboides00011140,,,,,,,,,,,
Lrhomboides00011141,,,,,,,,,,,
Lrhomboides00011142,,,,,,,,,,,
Lrhomboides00011143,,,,,,,,,,,
Lrhomboides00011144,GO:0004359,glutaminase activity,,,,,,,,,
Lrhomboides00011144,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011144,GO:0006541,glutamine metabolic process,,,,,,,,,
Lrhomboides00011145,,,,,,,,,,,
Lrhomboides00011147,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011147,GO:0005737,cytoplasm,,,,,,,,,
Lrhomboides00011148,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011149,,,,,,,,,,,
Lrhomboides00011149,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011151,,,,,,,,,,,
Lrhomboides00011152,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00011152,GO:0016772,"transferase activity, transferring phosphorus-containing groups",,,,,,,,,
Lrhomboides00011153,GO:0005634,nucleus,,,,,,,,,
Lrhomboides00011153,GO:0005737,cytoplasm,,,,,,,,,
Lrhomboides00011153,GO:0006974,cellular response to DNA damage stimulus,,,,,,,,,
Lrhomboides00011153,GO:0048471,perinuclear region of cytoplasm,,,,,,,,,
Lrhomboides00011153,GO:0051726,regulation of cell cycle,,,,,,,,,
Lrhomboides00011154,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011154,GO:0005737,cytoplasm,,,,,,,,,
Lrhomboides00011154,GO:0005813,centrosome,,,,,,,,,
Lrhomboides00011154,GO:0071539,protein localization to centrosome,,,,,,,,,
Lrhomboides00011155,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011155,GO:0005737,cytoplasm,,,,,,,,,
Lrhomboides00011155,GO:0005813,centrosome,,,,,,,,,
Lrhomboides00011155,GO:0071539,protein localization to centrosome,,,,,,,,,
Lrhomboides00011156,,,,,,,,,,,
Lrhomboides00011157,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00011159,,,,,,,,,,,
Lrhomboides00011160,GO:0005634,nucleus,,,,,,,,,
Lrhomboides00011160,GO:0006338,chromatin remodeling,,,,,,,,,
Lrhomboides00011162,,,,,,,,,,,
Lrhomboides00011163,GO:0005242,inward rectifier potassium channel activity,,,,,,,,,
Lrhomboides00011163,GO:0005267,potassium channel activity,,,,,,,,,
Lrhomboides00011163,GO:0005886,plasma membrane,,,,,,,,,
Lrhomboides00011163,GO:0006813,potassium ion transport,,,,,,,,,
Lrhomboides00011163,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011164,,,,,,,,,,,
Lrhomboides00011165,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011166,,,,,,,,,,,
Lrhomboides00011166,GO:0060324,face development,,,,,,,,,
Lrhomboides00011167,GO:0003951,NAD+ kinase activity,,,,,,,,,
Lrhomboides00011167,GO:0004143,diacylglycerol kinase activity,,,,,,,,,
Lrhomboides00011167,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011167,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00011167,GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway,,,,,,,,,
Lrhomboides00011167,GO:0016301,kinase activity,,,,,,,,,
Lrhomboides00011168,GO:0005576,extracellular region,,,,,,,,,
Lrhomboides00011168,GO:0007399,nervous system development,,,,,,,,,
Lrhomboides00011168,GO:0007420,brain development,,,,,,,,,
Lrhomboides00011168,GO:0008083,growth factor activity,,,,,,,,,
Lrhomboides00011168,GO:0014029,neural crest formation,,,,,,,,,
Lrhomboides00011168,GO:0045666,positive regulation of neuron differentiation,,,,,,,,,
Lrhomboides00011169,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011169,GO:0007626,locomotory behavior,,,,,,,,,
Lrhomboides00011169,GO:0043009,chordate embryonic development,,,,,,,,,
Lrhomboides00011169,GO:0048741,skeletal muscle fiber development,,,,,,,,,
Lrhomboides00011171,GO:0001736,establishment of planar polarity,,,,,,,,,
Lrhomboides00011171,GO:0009880,embryonic pattern specification,,,,,,,,,
Lrhomboides00011171,GO:0032502,developmental process,,,,,,,,,
Lrhomboides00011172,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011173,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,,,,,,,
Lrhomboides00011173,GO:0003677,DNA binding,,,,,,,,,
Lrhomboides00011173,GO:0005634,nucleus,,,,,,,,,
Lrhomboides00011173,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00011174,,,,,,,,,,,
Lrhomboides00011175,GO:0005634,nucleus,,,,,,,,,
Lrhomboides00011175,GO:0005667,transcription regulator complex,,,,,,,,,
Lrhomboides00011175,GO:0006357,regulation of transcription by RNA polymerase II,,,,,,,,,
Lrhomboides00011175,GO:0051302,regulation of cell division,,,,,,,,,
Lrhomboides00011175,GO:0051726,regulation of cell cycle,,,,,,,,,
Lrhomboides00011176,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011176,GO:0015031,protein transport,,,,,,,,,
Lrhomboides00011176,GO:0035091,phosphatidylinositol binding,,,,,,,,,
Lrhomboides00011177,,,,,,,,,,,
Lrhomboides00011179,GO:0004347,glucose-6-phosphate isomerase activity,,,,,,,,,
Lrhomboides00011179,GO:0006094,gluconeogenesis,,,,,,,,,
Lrhomboides00011179,GO:0006096,glycolytic process,,,,,,,,,
Lrhomboides00011180,,,,,,,,,,,
Lrhomboides00011181,GO:0005669,transcription factor TFIID complex,,,,,,,,,
Lrhomboides00011181,GO:0006351,"transcription, DNA-templated",,,,,,,,,
Lrhomboides00011181,GO:0006352,"DNA-templated transcription, initiation",,,,,,,,,
Lrhomboides00011181,GO:0046982,protein heterodimerization activity,,,,,,,,,
Lrhomboides00011182,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011182,GO:0051260,protein homooligomerization,,,,,,,,,
Lrhomboides00011183,GO:0004497,monooxygenase activity,,,,,,,,,
Lrhomboides00011183,GO:0004510,tryptophan 5-monooxygenase activity,,,,,,,,,
Lrhomboides00011183,GO:0005506,iron ion binding,,,,,,,,,
Lrhomboides00011183,GO:0009072,aromatic amino acid family metabolic process,,,,,,,,,
Lrhomboides00011183,GO:0016714,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen",,,,,,,,,
Lrhomboides00011183,GO:0042427,serotonin biosynthetic process,,,,,,,,,
Lrhomboides00011184,,,,,,,,,,,
Lrhomboides00011185,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011185,GO:0006396,RNA processing,,,,,,,,,
Lrhomboides00011187,,,,,,,,,,,
Lrhomboides00011188,,,,,,,,,,,
Lrhomboides00011189,GO:0005216,ion channel activity,,,,,,,,,
Lrhomboides00011189,GO:0005261,cation channel activity,,,,,,,,,
Lrhomboides00011189,GO:0005509,calcium ion binding,,,,,,,,,
Lrhomboides00011189,GO:0005886,plasma membrane,,,,,,,,,
Lrhomboides00011189,GO:0006811,ion transport,,,,,,,,,
Lrhomboides00011189,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011189,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00011191,,,,,,,,,,,
Lrhomboides00011193,,,,,,,,,,,
Lrhomboides00011193,GO:0001654,eye development,,,,,,,,,
Lrhomboides00011193,GO:0003140,determination of left/right asymmetry in lateral mesoderm,,,,,,,,,
Lrhomboides00011193,GO:0007420,brain development,,,,,,,,,
Lrhomboides00011193,GO:0007517,muscle organ development,,,,,,,,,
Lrhomboides00011193,GO:0007634,optokinetic behavior,,,,,,,,,
Lrhomboides00011193,GO:0014028,notochord formation,,,,,,,,,
Lrhomboides00011193,GO:0030903,notochord development,,,,,,,,,
Lrhomboides00011193,GO:0031101,fin regeneration,,,,,,,,,
Lrhomboides00011193,GO:0031290,retinal ganglion cell axon guidance,,,,,,,,,
Lrhomboides00011193,GO:0048592,eye morphogenesis,,,,,,,,,
Lrhomboides00011193,GO:0048854,brain morphogenesis,,,,,,,,,
Lrhomboides00011193,GO:0050908,detection of light stimulus involved in visual perception,,,,,,,,,
Lrhomboides00011193,GO:0055016,hypochord development,,,,,,,,,
Lrhomboides00011193,GO:0061053,somite development,,,,,,,,,
Lrhomboides00011193,GO:1902017,regulation of cilium assembly,,,,,,,,,
Lrhomboides00011195,GO:0003723,RNA binding,,,,,,,,,
Lrhomboides00011195,GO:0004000,adenosine deaminase activity,,,,,,,,,
Lrhomboides00011195,GO:0006396,RNA processing,,,,,,,,,
Lrhomboides00011196,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,,,,,,,
Lrhomboides00011196,GO:0003677,DNA binding,,,,,,,,,
Lrhomboides00011196,GO:0003700,DNA-binding transcription factor activity,,,,,,,,,
Lrhomboides00011196,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00011196,GO:0048839,inner ear development,,,,,,,,,
Lrhomboides00011197,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00011197,GO:0008083,growth factor activity,,,,,,,,,
Lrhomboides00011198,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00011198,GO:0008083,growth factor activity,,,,,,,,,
Lrhomboides00011199,,,,,,,,,,,
Lrhomboides00011200,GO:0000578,embryonic axis specification,,,,,,,,,
Lrhomboides00011200,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,,,,,,,
Lrhomboides00011200,GO:0003677,DNA binding,,,,,,,,,
Lrhomboides00011200,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00011200,GO:0042692,muscle cell differentiation,,,,,,,,,
Lrhomboides00011200,GO:0048920,posterior lateral line neuromast primordium migration,,,,,,,,,
Lrhomboides00011200,GO:0048922,posterior lateral line neuromast deposition,,,,,,,,,
Lrhomboides00011200,GO:0055001,muscle cell development,,,,,,,,,
Lrhomboides00011200,GO:0060828,regulation of canonical Wnt signaling pathway,,,,,,,,,
Lrhomboides00011200,GO:1904105,positive regulation of convergent extension involved in gastrulation,,,,,,,,,
Lrhomboides00011200,GO:2000052,positive regulation of non-canonical Wnt signaling pathway,,,,,,,,,
Lrhomboides00011203,GO:0008171,O-methyltransferase activity,,,,,,,,,
Lrhomboides00011204,,,,,,,,,,,
Lrhomboides00011204,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011205,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,,,,,,,
Lrhomboides00011205,GO:0003677,DNA binding,,,,,,,,,
Lrhomboides00011205,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00011205,GO:0048484,enteric nervous system development,,,,,,,,,
Lrhomboides00011205,GO:0061549,sympathetic ganglion development,,,,,,,,,
Lrhomboides00011206,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011207,GO:0001947,heart looping,,,,,,,,,
Lrhomboides00011207,GO:0007368,determination of left/right symmetry,,,,,,,,,
Lrhomboides00011207,GO:0007369,gastrulation,,,,,,,,,
Lrhomboides00011207,GO:0032402,melanosome transport,,,,,,,,,
Lrhomboides00011207,GO:0033339,pectoral fin development,,,,,,,,,
Lrhomboides00011207,GO:0034464,BBSome,,,,,,,,,
Lrhomboides00011207,GO:0046907,intracellular transport,,,,,,,,,
Lrhomboides00011207,GO:0051877,pigment granule aggregation in cell center,,,,,,,,,
Lrhomboides00011207,GO:0060271,cilium assembly,,,,,,,,,
Lrhomboides00011207,GO:0070121,Kupffer's vesicle development,,,,,,,,,
Lrhomboides00011207,GO:1905515,non-motile cilium assembly,,,,,,,,,
Lrhomboides00011208,GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,,,,,,,,,
Lrhomboides00011208,GO:0060041,retina development in camera-type eye,,,,,,,,,
Lrhomboides00011210,,,,,,,,,,,
Lrhomboides00011211,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011212,,,,,,,,,,,
Lrhomboides00011213,GO:0002040,sprouting angiogenesis,,,,,,,,,
Lrhomboides00011213,GO:0003682,chromatin binding,,,,,,,,,
Lrhomboides00011213,GO:0003712,transcription coregulator activity,,,,,,,,,
Lrhomboides00011213,GO:0005634,nucleus,,,,,,,,,
Lrhomboides00011213,GO:0006357,regulation of transcription by RNA polymerase II,,,,,,,,,
Lrhomboides00011213,GO:0030274,LIM domain binding,,,,,,,,,
Lrhomboides00011213,GO:0030514,negative regulation of BMP signaling pathway,,,,,,,,,
Lrhomboides00011213,GO:1900108,negative regulation of nodal signaling pathway,,,,,,,,,
Lrhomboides00011214,GO:0006558,L-phenylalanine metabolic process,,,,,,,,,
Lrhomboides00011214,GO:0016491,oxidoreductase activity,,,,,,,,,
Lrhomboides00011214,GO:0042438,melanin biosynthetic process,,,,,,,,,
Lrhomboides00011215,GO:0005509,calcium ion binding,,,,,,,,,
Lrhomboides00011215,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011216,GO:0005085,guanyl-nucleotide exchange factor activity,,,,,,,,,
Lrhomboides00011216,GO:0005096,GTPase activator activity,,,,,,,,,
Lrhomboides00011216,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011216,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00011216,GO:0007264,small GTPase mediated signal transduction,,,,,,,,,
Lrhomboides00011216,GO:0042127,regulation of cell population proliferation,,,,,,,,,
Lrhomboides00011216,GO:0043547,positive regulation of GTPase activity,,,,,,,,,
Lrhomboides00011217,,,,,,,,,,,
Lrhomboides00011218,GO:0000413,protein peptidyl-prolyl isomerization,,,,,,,,,
Lrhomboides00011218,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,,,,,,,,,
Lrhomboides00011218,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011218,GO:0006457,protein folding,,,,,,,,,
Lrhomboides00011219,GO:0004174,electron-transferring-flavoprotein dehydrogenase activity,,,,,,,,,
Lrhomboides00011219,GO:0016491,oxidoreductase activity,,,,,,,,,
Lrhomboides00011219,GO:0022900,electron transport chain,,,,,,,,,
Lrhomboides00011219,GO:0022904,respiratory electron transport chain,,,,,,,,,
Lrhomboides00011220,GO:0004930,G protein-coupled receptor activity,,,,,,,,,
Lrhomboides00011220,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011220,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00011220,GO:0007186,G protein-coupled receptor signaling pathway,,,,,,,,,
Lrhomboides00011220,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011220,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011221,GO:0015144,carbohydrate transmembrane transporter activity,,,,,,,,,
Lrhomboides00011221,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011221,GO:0034219,carbohydrate transmembrane transport,,,,,,,,,
Lrhomboides00011222,,,,,,,,,,,
Lrhomboides00011223,GO:0004970,ionotropic glutamate receptor activity,,,,,,,,,
Lrhomboides00011223,GO:0005216,ion channel activity,,,,,,,,,
Lrhomboides00011223,GO:0006811,ion transport,,,,,,,,,
Lrhomboides00011223,GO:0015276,ligand-gated ion channel activity,,,,,,,,,
Lrhomboides00011223,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011223,GO:0038023,signaling receptor activity,,,,,,,,,
Lrhomboides00011224,GO:0004888,transmembrane signaling receptor activity,,,,,,,,,
Lrhomboides00011224,GO:0005216,ion channel activity,,,,,,,,,
Lrhomboides00011224,GO:0005230,extracellular ligand-gated ion channel activity,,,,,,,,,
Lrhomboides00011224,GO:0006811,ion transport,,,,,,,,,
Lrhomboides00011224,GO:0006821,chloride transport,,,,,,,,,
Lrhomboides00011224,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011224,GO:0016934,extracellularly glycine-gated chloride channel activity,,,,,,,,,
Lrhomboides00011224,GO:0034220,ion transmembrane transport,,,,,,,,,
Lrhomboides00011224,GO:0045211,postsynaptic membrane,,,,,,,,,
Lrhomboides00011226,GO:0005161,platelet-derived growth factor receptor binding,,,,,,,,,
Lrhomboides00011226,GO:0008083,growth factor activity,,,,,,,,,
Lrhomboides00011226,GO:0008284,positive regulation of cell population proliferation,,,,,,,,,
Lrhomboides00011226,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011226,GO:0048008,platelet-derived growth factor receptor signaling pathway,,,,,,,,,
Lrhomboides00011226,GO:0048568,embryonic organ development,,,,,,,,,
Lrhomboides00011227,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00011227,GO:0003684,damaged DNA binding,,,,,,,,,
Lrhomboides00011227,GO:0003906,DNA-(apurinic or apyrimidinic site) endonuclease activity,,,,,,,,,
Lrhomboides00011227,GO:0006284,base-excision repair,,,,,,,,,
Lrhomboides00011227,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00011227,GO:0016799,"hydrolase activity, hydrolyzing N-glycosyl compounds",,,,,,,,,
Lrhomboides00011227,GO:0019104,DNA N-glycosylase activity,,,,,,,,,
Lrhomboides00011228,GO:0016787,hydrolase activity,,,,,,,,,
Lrhomboides00011229,GO:0007165,signal transduction,,,,,,,,,
